clean_review,label
surprisingly the sunset was an eye fiest. evenings can be well spent. feels like not in the city anymore. quite peaceful and lovely ambience food is little disappointing though. chicken is not at all spicy. but the apricot delight is a must try. go....have the most of the place with an apricot delight is what i can give 5 5,1
waste!,0
a place to fall in love with.. the decor and ambience is the eye catcher.. variety of dishes with a good taste and price is worth to spend..,2
i really don't like the place much . the prices were too high . small area . just don't like that much. the music was not upto the mark . and the place was dull,1
if there z an option to give 0 i certainly do that disgusting food ordered multiple option thinking at least this one should be fine but none of the dishes are promising not even close to basic taste avoid this pub nothing means nothing in food and price range is not less...if u dare to go after looking into this review no one can t stop u . worst experience ever had..,0
currys quality not good. all currys are taste sweet. quantity also less.,1
"rice is not cooked completely, ended up in wasting the food and money",0
"the rice is not well steamed and is hard. did not expect this quality of rice to be delivered, else chicken and the gravy was perfect and the sourness is just perfect.",1
"most disappointing experience ever! ordered for vegetable biryani during midnight hours from this restaurant. delivery through swiggy was quick and swift but to my surprise i received only biryani rice, absolute no vegetables or masala. very bland taste too. i do not understand why these restaurants cheats customers if they out of stock. i would not recommend anyone to trust this restaurant",0
ordered soup veg mancho soup bad quality no vegetables only thick corn paste,0
"super fancy ambience and cost but totally not worth the hype. we ordered mint mocha - which tasted ok chocolate bomb - tasted like crushed oreos with butter and meagre amount of chocolate. mushroom sandwich - overpriced for this ccd type sandwiche. coffee crunch - it was good because i like chocolate and coffee combo. but for the price, the drink itself not that rich. few good points vegetarian cafe good location good music they buzz you when your food's ready all i can say is and i am saying this because i believe that everything can get better if you put effort driven cafe... dont drive us away with your bad food. we dont mind paying a bomb if the food is excellent. and your selling point is not the ambience. you dont have a selling point if your quality of food is so low. there's so much competition out there, you have to rev-up your game. serve good food and bring your reputation up. challenge accepted?",1
we have ordered multiple times mutton jumbo packs here at that time biryani was good and tasty. but today's mutton jumbo pack is worst and very spicy. please check the parcels when you are delivering order.,0
"i received hens hair in chicken haleem,,........, also i ordered chicken 65 biryani but received veg biryani.. what kind of customer service is that....",1
no chicken in shawarma only cabbage and tomato.....waste of money...worst shawarma .....before one month shawarma is good now a days waste shawarma,0
good delivery,2
"saturday afternoon we decided to try out this place.i liked the ambience this place had... ceiling mostly filled up with ceramic bowls... very beautiful. ordered soup jade chicken, chicken manchow starter teriyaki chicken,chicken banana leaves main course wolly chicken, chicken fried rice, chicken haka noodles every dish i liked. jade chicken soup was something new for me having spinach in i was wondering how it would taste. but to my surprise in was too good.terriyaki chicken was excellent. chicken fried rice was something that i dint like much but haka noodles was a good one. would recommend to visit there once as they also serve small portion which is really very innovative helpful for customers to try more dishes. ambience 4 5 food 4 5 service 5 5 this is now my new chinese food point",2
the food was amazingly delicious. i ordered the food online and the packing and delivery service was quite impressive. they even sent a complimentary cake which was delicious. the best part about this app is you can order delicious food without thinking about health because everything is nutritious.,2
ambience was quite simple like a cafe and the order will arrive to your table quick fast. i have tried only chicken dum biryani becoz my tummy was full which was good but not great. it can be little more spicy and juicy.,1
"so i met my brother here for lunch yesterday. we ordered spring rolls, kaju paneer curry and butter naans. the best amongst the order was the starter. the curry was just okay, with strong turmeric after taste. the breads we ordered also arrived cold which made them difficult to chew. overall, just an average experience. would have enjoyed if the naans were better and the curry didn't have so much turmeric in it.",1
i have ordered paya shobha soup the worst ever that i have ever eaten they have added some veg soup and added some pieces of mutton do you ever think this is paya soup anfi doubt they have got the order from some other place,0
"giving this 1 rating for this restaurant is also not needed but giving as it is minimum we have ordered tangdi kabab and biryani. while ordering we were not informed about the time it is going to take but it took 40 mins. then we got tangdi kabab with foul smell, after fighting with management we got other plate and it not satisfying. also same with chicken biryani it is the worst biryani i had in my life till now. i will not recommend anyone to this place. ps first time i am giving negative feedback on any restaurant",0
a nice place in a great location.... friendly staff and tasty food... the chocolate croissant was yummmm.... we ordered a sandwich which had ginger pickle in it... pretty interesting! parking issues and limited indoor seating when its too hot to grab a seat outside....,1
"unitedfoodcircle delhi's famous local street food in hyderabad!! hyper local has a fusion of modern yet local dishes which makes every foodie a must place to visit they recently launched summer special cocktails which will blow your mind with there innovative ideas starting off with thyme of your life it's seriously a thyme in you're life this drink is as refreshing as u take a nice gentle massage your mood replenishes and keeps your day refreshed it's actually a gin based cocktail topped with thyme which has a strong aromatic flavour of spices the green lantern before one can think it as smoky melon but as soon as it arrives u get to know it's made with the green apple and green peas puree with a dash of vodka comes out in new soothing effect pirate punch the presentation is very pleasing it looks as a giant drink of cocktail but it has its own dressing of pirate look inside the glass the drink is a bacardi rum based with the combination of indian herbs which just spice's up your palate and yes this drinks is also healthy blood diamond bloody mary is a drink for the people who likes to make their own cocktail ,it's actually a four different types of test tube which has a portion of tabasco worcestershire sauce ,tomato juice ,lime juice ,vodka which is poured out in a jar and shake it off really well and it's ready ,this drink had very pungent tangy flavour and just a tease of mustard can be know golden trumpet beer cocktail the beer is poured into a truck shaped container which is very appealing to see and tastes spicer along with a zest of herbs coming towards the food hyper locals most popular dishes vegetarian chole bhature one of the most popular dishes in delhi region it's a must dish to opt for ,the bhature here are thick and fluffy with is perfect for dipping in the chole along with aloo in its side is very satisfying dish one should have here aloo tikki chat another dish which is also very popular in delhi region this tikka had good chunks of aloo in it with a beautiful presentation everyone will surely want it achari daal croquette this crispy golden brown croquette have a savoury flavour tastes best with mayonnaise along with green chutney my recommendation moong daal cheese chilla this pancakes made with moong dal stuffed with cheese is great option for breakfast and lunch chole calzone this italian folded pizza has an indianised version of chole inside with the combination of chole and cheese brings out a tastyful delight non-vegetarian mutton galouti kabab an dish which needs no explanation ,it's a signature dish which has ample amount of spices in the minced meat ,it just melts in your mouth as butter melts on heat ,the presentation of the dish a top notch shahi malai tikka this dish is milkier version of chicken tikka the chicken is drenched on a mixer of cream , yoghurt , cheese , ginger and garlic paste then heat it on grill it's mostly more milder than spicy version chicken tikka the chicken is well dressed in spices and grilled it was very spicy than compared to the shahi version all the above dishes are unique in its own totally recommend - chole bhature my choice unitedfoodcircle deepak belel",2
"have been to this restaurant many times. taste wise, preferably better than all other restaurants next to shah ghouse, i would say . quantity wise, one biriyani will be more than enough. chicken biriyani with double masala would be a treat to taste buds. go for it. the chicken would be damn soft and good. starters like pepper chicken, chicken tikka, tandoori, all are good. they need to work more on ambiance as the place is not clean. moderate pricing and enough number of items to go with.",1
this is the quantity of chicken garlic fried rice.... everything we ordered is of so less quantity.... terrible i hate to spend 800 and still be hungry... total embezzel,0
food taste isn't good and the staff behaviour is the major let down. they fight and argue with you to give more tips. very disappointing. never ever experienced it.,0
"disappointed with their so called special navaratri thali festival .. they did not have any other option of thali during this time and when asked about north indian or south indian thali, they told that they have only special navaratri thali.. we decided to order two of them.. nothing special in this one.. by navaratri thali you would expect kadhi, khichadi and some good options but this was actually a mix of north and south indian thali utappam, sambar, payasam, kela sabji, mixture from south and tandoor roti, puri, corn n peas sabji, tikki from north and small mixed fruits salad, green chutney, sweet chutney, plain curd.. they had just plain steam rice .. they missed serving us welcome drink of chaas lassi overall, disappointed for the price paid and options received.",1
terrible wings. not sure if this was just a one off or not but it was inedibly spicy. good fries tho. choice for sauces would probably be mich more helpful.,1
"unlimited bbq food with delicious desserts- ambiance- barbeque nation is located near wipro lake exactly beside deli 9 bistro. this outlet of barbeque nation is quite congested. as it is situated at the ground floor, indoor sitting includes well maintained sitting arrangement with large tables of capacity upto 8-10 people per table. they play silent english songs in the background. food- as we have arrived before 7pm, we got the privilege of the early bird complimentary mocktails. they served veg kebab and american corn before starting the barbeque. as we were six members they brought 2 barbeques. in the barbeque they served all types of non vegetarian and vegetarian food including prawns, chicken, fish mutton, paneer, potatoes, corns. we had lots of prawns and fish in the starter and had for at least 2 hours. after that, we moved towards the soup, they have only one non veg and one veg soup. we requested for hot and sour soup, so they prepared for us. in main course they served veg as well as non veg curries, chinese and biryani. finally they had a large variety of desserts in their menu including kulfis, ice creams, gulab jamun, pastries, firni and brownies. service- service was very quick and the staff was very good. chef himself came to our table to take the feedback.",2
"name was written from history, on the cake",1
decent food and good service.our waiter subash was very nice and friendly.his presence just improved the ambience of the place.time well spent.,2
karachi bakery is my all time favourite. it is like a drop-in place for quick snacks and those sugar chocolate cravings. biscuits here are also famous. i prefer coconut biscuits and chocolate ones. i'm too busy munching to click pictures. might upload if i find old pics. must visit once a week,2
"the food was really bad. onion salad was not served. worst taste. rahtha and the fish ordered smelled very bad, i was completely disappointed with shah ghouse biryani",0
the ambience is good. but the food took too long time to arrive at the table. we ordered some 3 kinds of pulav items but had to cancel them due to delay,1
one of the best biryani i have ever had in hyderabad... i love this place and the staff is friendly especially suresh it s the best place for having biryani late night in the city...,2
they send me wrong order i ordered mutton biryani and they send me chicken biryani and this app is worst app we can't even get in touch with customer care.,0
worst service that i ever faced,0
"had a very disappointing experience. the place didn't do justice to it's rating. i don't know what happened, maybe the chef had a bad day or maybe that's how the food generally is. ordered fries with cheese which was poorly seasoned, the fish in fish and chips was literally dripping in oil. there didn't seem any effort put into the potato wedges that come on the side of the burger. the service was good.. if only food was half as decent!",0
"nothing good. tried buffet. you need to get your plates for starters. water will be provided only if you ask. starters are not at all good, especially fish. we didn't seen any difference in look between fish and baby corn. main course is limited and are not available readily for us. we need to wait for 10min to get curries. roti are pathetic, not fresh. even desserts are bad. only good thing is icecream which is served in single cup",0
good service,2
dessert was not edible,1
food was awesome,2
"i ordered a green chicken rice bowl large .it had less than 10gms of chicken forget about the box size ,shawarma would have had more quantity.i don't know what would i have got if i said small portion.totally bad experience.",0
"i went there with my office colleagues. the ambience is good. the music played is little loud, may be volume can be reduced a bit so that we do not need to about while speaking. about food, quality of food is good, but waiters need to be taught that when four people order two different dishes, all those to be served at same time. what happens was, we two finished out veg food and the nob veg waa not even delivered when we finished our veg food. we ordered lotus stem galouti, the taste of galouti was good, but keeping one small kulcha was not going well. i know it must be an experiment, but i guess it is not working out as it was not going well with galouti. so, overall, good for one time.",1
he was ok,2
"menu here is very interesting and we went with lot of expectations. for starters ordered - chicken broccoli melt and stuffed bell peppers. chicken broccoli melt is basically garlic bread with a mixture of chicken, broccoli and cheese on top. the plate served to us is cold, we were told it is in fact properly cooked but broccoli tasted raw. luckily the chicken is not raw! bread is very hard and difficult to eat. overall not worth ordering. stuffed bell peppers - tasted just ok. but loads of spinach used as stuffing and it kind of brought down the taste as a whole. aglio e olio - no complaints about this one. tasted fine. cabonara chicken pasta - so bland and tasteless we were not able to complete this. quattro formaggi pizza - it is very difficult to spoil a pizza these days and even small road side establishments are churning out pizzas that taste good. so much for the authentic 4 types of european cheese used for this one but the taste is very weird and the after taste is really bad. overall, very bad experience which is forcing me to give a rating below 3.",0
"the service was disappointing. the servers were in some hot mess - confused how to circulate the starters. we were five members, we got the table promptly as we had prior reservation. we decided to take the buffet. we were told that starters are being served pretty much like some other joints. the sitting arrangement in the restaurant is haphazard, mismatching furniture probably some kind of interiors they thought to make a different style statement - which is not an issue for me . the welcome drinks were served only for 4 members in the beginning. had to remind them to serve one more. only three plates were provided, so after a wait of 5 minutes, the rest two of us got our plates. we told them, almost 3-4 different staff members, that two of us were opting for non-veg and three are vegetarian. they would either serve vegetarian options at a time or non vegetarian and then totally forget our table for 10-15 mins. we had to remind them to serve us more. plus, they kept bringing the same starter again and again, despite telling us that there are other starters too. for e.g. crispy corns arrived at our table - i lost the count how many times! some starters arrived only once. some veg starters were cold !! almost after 45 mins, the two chicken starters that they told us in the beginning arrived. main course was alright. after spending an hour, my appetite was already gone. i still made a selection of prawn curry, it was delicious. i had it with naan and some rice as well. desserts were also running out of supply by the time we were ready for it. overall, the whole excitement of having a team lunch at this place was lost, mostly due to poor service.",1
they have different menu than mentioned in zomato. they say menu is different on weekends and weekdays. else place is ok to visit once. they ask for identity proof for entry.,1
"this place is a paradise for seafood lovers especially it gives you the look and feel of the west coast. the ambience is something you can get no where in hyderabad. a goan themed restaurant with a bar attached has wide variety of sea food and the typical desserts of the west coast too. it is slightly expensive but it is totally worth the money. the look and feel takes you the coast and away from the city and all the noise. this place is for friends, family and your loved ones. they have good variety of appetisers. their service is very friendly. they do have valet and ample parking space. i have visited this place twice and i am so in love with the food and the ambience.",2
would not like to even give 1 as service was pathetic. staff was appearing to be busy and had no courtesy to attend our table in the centre of the restaurant. starters were served after main dish though they were ordered much before. one of the staff half served a dish to a couple of guests on our table and hopped to other table without finishing her task without any apology. we had to keep on asking for a dish sushi which was ordered 90 mins. before it was served. noisy place...,0
the reason for giving only a 3 star is because of the longlong time wait for the tables. we went on friday afternoon. we waited almost more than 30mins to get a table. we lost our patience and left for another restaurant as v didn't get a table even aftr waiting for such a long time.i think restaurant management should take this into consideration and try to decrease the waiting time of customer.,1
went for a team lunch to this place and it was a very bad experience. food was tasteless and cold. request to staff to get hot starters went unheard. only items good on the menu was chicken biryani and gulab jamun.,0
"went there for breakfast at 1'o clock but sad to see breakfast options being closed. but loved the other options there, especially pain au chocolate et hazelnut .",1
delivery on time,1
"visited this place on a saturday evening cause i've heard a lot about tiki shack. the ambience was pretty decent and has a beautiful roof top view. but, i was honestly surprised that the food wasn't that great and infact i thought it was bad enough for all that i've heard from people. ordered non veg nachos and i hardly found any non veg in it. the pizza was quite bland too. one of the really bad pepporoni pizza i've had in my life. food 3 5. 3 cause of service and the nice people there",1
today we ordered jucy mutton mandi and chicken shawrma through zomato .food delivered on time but the taste of the food was really worst the mutton they given it was too cool no hot and the gravy of the mutton tasteless i never expect this from this restaurant rest of the my friends also feel bad..,0
"i ordered chicken hakka, they gave us chicken chowmein absolutely white, blant and tasteless. i complained to the waiter who said thats the way they make it, yet he offered to replace with chicken schezwan noodles which i declined, as i wasn't sure to further ruin my taste n appetite. cocktails were decent, non-veg platter was ok ok, couldn't differentiate between the taste in tikkas. i am grading down to 2 stars only because of the amateur chowmein served in the name of hakka.",0
taste was good,2
chicken biryani home delivery open the packet very bad service not satisfied test is very good lekin no hygienic very very bad home delivery chicken biryani test very good please next time not reply,0
very bad service. i had to askfor a glass of water 5 times. one waiter passes the message to another and the other one doesn t care!!!! horrible service. i m never going back there.,0
"one of the best places for a hangout especially if you are a couple or a group. with the rich ambience of a chocolate filled aroma and delightful lighting, it would definitely be one of the best place to go. they have a variety of hot chocolates and coffees with subtle differences, only a true lover would be able to appreciate.",2
this restaurant has no mention of contact details on their web page and after a long hard work i found one contact through zomato customer service .....which was also wrong this shows the professionalism and attitude of this restaurant they have three to four branches in hyderbad but none of them have provided any contact number moreover zomato also registers as adds restaurants without taking proper details from them poor show i would give a half star horrible experience with eat.fit,0
packing is not good,1
decor n all great. reviews bought me here with high expectations. the food was rancid and didn't look well prepared or freshly made. i ordered some cheese kofta. it was hard as a rock that kofta. overall super weird punjabi food. easy on the pocket but it's not something i would try again,1
the food is average. but the service is very very poor. buffet lunch was not that great. food was cold when we started our lunch. raita was watery. starters are bearable. but the restaurant really needs to pay attention to the service criteria.,0
good ambience and good atmosphere! finger food is good. a party place basically. open area section is very cool. try crispy corn or nachos here. cocktails are above average too.,2
"after a long time i was satisfied with any restaurant by their taste and quality too. i ordered chicken kalmi kabab and chicken boneless biryani. kalmi kabab was awesome and juicy. i can see a perfect amount of spices are used in that dish and also the chicken meat was tender. now if i judge their chicken boneless biryani, it was also as good as kalmi kabab. chicken boneless biryani was served with raita and mirchi ka salan.",2
"visited this place on a friday evening. saw good rating on zomato and decided to give this place a try. this place has great ambience and decent staff. we ordered veg soup and chicken manchow soup they were good. but if you see the attached image to this review, the cucumber and salad, which i got was not fresh and this had disappointed me. you would expect fresh food on your table, when you pay premium price. we then ordered garlic based noodles cant remember the name , mongolian chicken and lime soda. the food was great but again, we found the mushrooms in the noodles not fresh and this made me quiet disappointed. overall i would say the food was great, a bit pricey though. i could not give a great rating because of the things mentioned above.",1
we went here for a friend's birthday. the service is extremely bad. the servers routinely forgot orders and various dishes didn't come and they still charged us for the same. we had to fight to get those off the bill. the food is also bland and nothing to write home about. extremely disappointed. not at all recommended.,0
good service and all food very good taste......biryani super looking and my family is very happy thank u so much so come for again paradise gachibowli.,2
this is a quite happening place with good food and perfect ambience order tawa fish fry and chicken tikka and pasta verry good service all so very good thanks roshan coming agen,2
"quite good ambience,liked special restro biryani,must try,like the service papiya and shuvro,they were really good at der service.will like to visit again.its nice place to visit specially at nyt tym.food was yum.should try biryani.",2
"nice italian and english food. we tried alfredo pasta veg and fish and chips ! both of em tasted yummy! the place was busy on tue evenings too, we haven t tired no drinks, so got no clue.",1
order was very fast,1
biryani is good but they didn't deliver ...i had to pick it and that too was informed very last minute...the address mentioned did say it's a fassos only take away facility for food delivery companies like swiggy n zomato... i was standing there at 10 at night to pick my parcel...very poor service,1
"wrong food, wrong bill, no taste, time waste insects in food, food raw, when metioned this all to the manager he was reluctant to hear the feedback",0
"very much satisfied with the food and service. they had customised kulfi with different types of toppings and it's really good. the non-veg starters are served with normal spice levels and are tasty. if you like spicy food, ask for tandoori chicken with extra spices. you will love it.",2
flies in lime soda fish with foul smelling chicken lollipop half cooked prawns were rubbery don't go for sea food at this place only better item we had was biryani lot of expectations were disappointed,0
needs more salt,1
i agree... they provide food better than ordinary. but i would definitely not recommend people to order from here. they provided incomplete order which is ok... it can happen. but over that they were not responsible too... their behaviour is very rude which is not professional. it sounded as if it's my fault not theirs.,0
quantity of starters was less,1
"writing this review for so called much hyped restaurant of hyderabad- jonathan's kitchen went to celebrate my bday today..it was the worst food buffet i ever had in any above average costly restaurant.they charge so high for this shitty buffet. 1. ambience- even a local resaturant also have some areas of decoration in their restaurant but they have it like a messy hall. no theme no decoration 2. service- no serving of starters, no serving of even water until u ask,no serving of even sauce at your table and waters think themself like heroes here. 3. food- the worst part of it..some stale starters of chicken and fish. veg ones you cant even chew corn items as they might be few days old.one chicken starter only had some taste. main course is also pretty below average.pasta is good.pizza so called best hyderabadi pizza was worse than a 50rs local shop pizza. deserts- they put some sweets of local shops as deserts. two juices as welcome drinks were ok. i gave two stars rating because manager politely listened to all my complaints on food ambience and all and gave a delicous pudding cake to celebrate my bday.thanks for that. they themself agreed that their lunch buffets are generally not that great we should try a la carte..will do that if i will ever try to take this risk again",1
the gachhibowli chocolate room is a nice place.i thoroughly enjoyed the delicious food on all of my three visits so far.however the quantity as shown in the menu is never the same on ur plate.expect always a half filled stomach once u return back after spending comparatively a higher amount than any other meeting points like ccd.,1
best imported beers in hyderabad.. such an amazing place for a drinks and food.. a must visit for people who droll for belgium and german beers..,2
"went for christmas buffet lunch. we were 4 of us. the staff were very friendly, courteous and cooperative. 5 5 for the service. but the food was very very disappointing. the starters were unmentionable. the chat counter, palak chaat was good but kanji vada was pathetic. in italian, we asked him to serve us ravioli, which was very hard and the worst we have had. the saving grace was the indian counter. the curries, biryani, bread etc. were all good. i think the restaurant should stick to indian and not venture into other cuisines till they are better prepared to do so.",1
it was amazing the food was delicious and the service was amazing on always on time and everything was good... n white pasta was awesome u should try this..!! mr sudhakar was very helpful he was very nice chef.. n the staff was also nice.. good was awesome i will give 5 out of 5 star,2
too oily,1
cool place which will be available till 1pm in hyd beat icreams and very unique especially they have wide range of varieties in chocolate types and service is also quite good except their gm singing in the outlet p,1
fast delivery and taste is really superb,2
"from long time was thinking to go this place for litti chowcha. today was the day we went for dinner. this was best litti chowcha i had after i left my home town. just 100 must try litti chowkha. people was thinking what is litti chowcha, it is the famous dish of bihar. food 5 5 value for money 5 5 service 4 5",2
"had a great time in mathura vilas, ambience is okayish.. staff was friendly but server presented all the starters and main course at one go which was little weird and by that time food was cold..",2
"the food over here is good. there are lot of drinks from menu which is not available. moreover they charge wrongly, increasing the count of items you ordered.",1
yesterday bought rogan josh from here one of the worst rogan josh curry ever. i do not recommend this restaurant. i have tried biryani from here it was ok. big name bad service.,0
not at all up to the mark disappointed ordered food to the room i am staying in and literally left it after having the first taste the presentation was good but food was bad,1
size is small,1
"i've been to this place about two times and i really liked the ambience, interior will give you feels of london streets. talking about food, only good thing was lasagna other than that we ordered veg platter and lasagna rolls which were really bad in taste. dj was not too good",1
rice is not cooked properly . overall good,1
"amazing place to hang around, nice ambience,food and amazing service ,thanks to najibul he is a perfect host to take care of the guests,highly recommended for an memorable evening",2
food was not good and tasty enough while we got food all the pieces were meshed up. so please give the food tasty. being not able to give good food please try to refund the money,1
the place is not soo good. staff is very arogant and doesnt care abt custor service. initially they served drinks in plastic glasses and doesnt even have normal glasses to serve drinks. manager is using abusive language when requested for normal glasses..,0
"order rajma in 200 rupees. taste is not that good. and quantity is too less as per charges. too too much spicy, was not able to eat it without water. if you cant cook properly better dont sell it.",0
"ordered north indian thali, tastes bad, most of the curries are bad in taste, except one which is panneer. i had a feeling that chole curry was prepared yesterday and it smells tasts bad. they served 2 sweets, semiya and kirayi. only semiya tastes good.",0
"update just wanted to make sure the cafe would know... i am reverting my rating to a 1 coz your staff's issue with the payment caused me a ton of pain now. to make a long story short.. you guys charged me twice on the same day and then charged me the same amount after almost 3days of visiting your cafe. now thanks to that my bank decided my card has been compromised and blocked my card. my account went into negative balance you guys decided to charge me thrice overall and refund me once, my card is blocked and i am pissed. truly a nightmare experience, all because i choose your establisment by mistake. old review this place was on my bookmark list for a while and i was excited to visit it on saturday. we ordered a mushroom quiche, a primavera pizza and a grilled vegetable panini.the mushroom quiche was alright but what knocked me out was the price. it was a relatively small piece with a spoon of caramalized onions and a small amount of onions and salad and they charge 150 rupees for that. the pizza was about 9 inches and tasted alright. but its a whopping 500 rupees. the grilled panini is pretty much the same.i know the restaurant is all about european cuisine but they dont have to make their prices european as well. i had pizzas or quiche that tasted a lot better at a cheaper price. dont get me wrong the food isnt horrible but its alright. but it does feel bitter after you pay the bill lol",1
okay .. looks over priced to me.,2
"this place has a eye catching ambience. a small cafe that is best for a quick meeting, short break etc. i tried the pasta that was a bit spicy but good in taste.",2
