clean_review,label
food quality is too good. we have ordered fish tikka and paneer mali tikka. both of them were better than experience. waiting time is too high. i felt the quantity is too less compared to the price.,1
very good,2
should give souce with delivery,1
"sadly our visit to hyatt wasn't the type one would want to remember. we were attempting to use zomato gold - out of the 4 of us, 2 had gold and to start with they told us we would need to physically sit on different tables to use both gold memberships! note it was 2 30 at night and the whole restaurant was completely empty. we suggested let's do two bills and create the notion of 2 tables if needed why though i don't know, zomato clearly says there is no limit of how many gold's can be used at a table but even that was not agreeable, they just kept repeating we would need to physically move to two separate tables!! needless to say, the visit just went down hill from there not recommended",0
worst place for vegetarians. they serve chicken pieces in veg paneer biryani and mark their box with green labels. irresponsible team hiered spoillers.,0
breakfast was great. lot of options for health conscious people. continental and local dishes for foodies.. service was average though... overall great place...,2
i love to eat biryani in hyderabad chefs.food is very tasty with effortable price.zomoto deliver the order very less time.thankk you zomato..,2
worst place to hang out. pathetic customer service. the place is money minded and the waiters there dont care for customers at all. not a good place to hang out.,0
vry polite delivery guy.,1
"if anyone wants to order from this restaurant, think before you order the food, they will give the biryani rice from chicken biryani even if you order for a veg biryani, and the butter naan will be like a chewing gum, u have to chew it for a long time to swallow it...........",1
too spicy,1
litti chokha was yummy. although delivery took more than displayed time. liked them delivering 3 types of chutney as well. will order again.,2
"order no 14001414 -you did not deliver my food and cancelled it without notifying me.please refund my money.worst customer experience. 10th sep 2018, 5 09 pm was the time of order.i expect my money back atleast",0
the momos was very bad and even the delivery was very late. not satisified with this order,0
been here in the evening and at the right place to get a view of the busy city road and enjoy a sip of chilling drink... food was indeed a surprise factor and was really tasty with some quick service. overall food 5 5 ambience 5 5 service 5 5,2
good delivery,2
not good service and not speak good always argument,0
nice and friendly delivery,2
"overpriced menu. if you find the food appetizing here, you must really have a bad taste. the thai chicken curry i ordered is just an another name for south indian chicken curry.",0
absolutely absolute sizzlers best sizzlers restaurant in hyderabad.... today lunch we visited this place food was delicious and service is simply amazing nice ambiance... this place highly recommend,2
"nai, they don t have any punjabi gal first things first, really not happy with their service. two different groups of people who came after us were served earlier than us and another worst thing was washrooms din have water supply and that created a big problem for most of the customers. so finally we got our order after 20-25 min of wait. the lemon coriander soup was quite normal with dense eggy smell. in starters amrutsari murg was nice with moderate flavours along with malai. this came with grated cheese on top of it which was the only best part. methi roti was fresh and good which came with 2 pieces. unlike plain tandoori tasted too bad, it was the flour which got stale over the time may be. don t know how they served it. so we ordered boneless murg, i guess it was murg musalam, this tastes really good just like as i needed less spicy, thick gravy and nice pieces of chicken. overall one time try stop.",1
"the restaurant ambiance was really spacious and cozy. but the food was not so good. the starter veg kabab platter, the paneer was really hard only the aloo was good. we directly went for veg and chicken biryani. which was okay but not so good to. the service was good. i forgot to mention the mocktails that were mojito and ginger peach they were a bit to sweet.",0
no butter added,0
too dry and very less stuffing,1
"one of the most irresponsible staff i have ever seem till now. the only nice thing happened that receptionist guide to the table. after that we waited for almost 10 min but no one attended us even we have called couple of attenders. after some time when we spoke to the manager, we were shocked at the rude response which made us to leave the place",0
"this place is outstanding and every time i need a break i fly here and enjoy myself with my friends.staff present out there were amazing,keeping everything on the plate in time. thanks",2
i loved this place. akhil had been a very friendly person who came up with good suggestions. ambience is very good with screens casting ipl. gaming options were fun too. coronarita is one drink that i am going to suggest to everyone i meet for the next few days.,2
"been to this place a few times before. known for its donuts also serves burgers, smoothies, coffee etc., had the big joy chicken burger newly introduced today along with iced coffee. the burger was pretty decent, not so great i would say. the iced coffee should have been more properly blended. my favourites at dunkin are burger - naughty lucy chicken burger 4 5 and for people who love cheese it is 4.5 5 donut - alive by chocolate 4.5 5 finally i would say the ambience is good - 4 5 nice hangout place near gachibowli food is decent with an exception for donuts they are very good . so on the whole i would say 3.5 5 service - 4 5",2
"3.5 by me. the food was quite good 4.5 5 for taste. we ordered paneer achari tikka and paneer butter masala, both of which were quite good, nothing to complain about. the butter rotis were a little overcooked but ok. service was also good. points deducted for cleanliness as the outside area was infested with fleas so wasn't able to get the dhaba style experience with benches and lanterns which made the outside experience desirable , the inside seating was good tough.",2
one of the good places for students day out. with variety of dishes delhi 39 is a value for money restaurant. ambience is bit cozy but could be managed.,1
no complaints regarding the taste or the quality. their timings are terrible. they don't serve before 11 even though the opening time is 10.,0
the packing of the restaurant was pathetic...the boxes were crushed and wet when reached me,0
ok ok food is not that tastey i will not recommend this place for eating place is not so clean the kitchen counter is not good. cost is more,0
amul brand is good for milk but not for ice creams. they tried too hard to fit in but could not match the creaminess of other brands. coming to the outlet they hardly have 5 varieties ... sadly had to choose one among them.,1
excellent service provided by anup and ranjit. food is also very good. one must try their stuffed tandoori mushroom and oriental sweet chilly chicken.,2
"food quality is good. but not so many items, like crabs, octopus, kofta are available , particularly in this branch which are available at other branches of bn or abs. so, it was really disappointing. also service was a bit slow, we really had to wait for items to come on our table in between. that really turns off our mood though the waiters are jolly n try to make us feel good. i think the number of waiters are less. ac facility was good, very cold. but i don t recommend this place.",1
not upto punjabi standards.. also packaging was not good.,0
"located inside holiday inn, this place is decorated decently well. i enjoyed the seating, music and decor. the service for me was average unfortunately. it was difficult to catch the waiter's attention. the drinks were decent and the food was a little oily for my liking. overall, it was a nice place and isn't as expensive as i had initially expected. also, zomato gold is always a wonderful added advantage",2
"hospitality by mr sai , customised food by chef manisha and ambience made the dinner a perfect set . i strongly recommend this place for asian cusine and wonderful fine dine experience. the support staff are very courteous and understanding they were very patient with my little daughter. many thanks for that !!",2
gone there with high expectations bcoz of the brand karachi . the old bollywood style restaurant with vintage ambience and old bollywood songs will bring you back to 90 s. you will find the best samosas here. food 4.5 ambience 4 service 5 must try irani samosas,2
"have been a huge fan of this chain since 2013. have been to the restaurant in different cities, and have noticed some significant differences across all locations. this gachibowli bbq nation has some items missing from its live counter, but have curd rice which wasn t available in any other location i have been to. the staff is extremely courteous. we were served by rajib, who was really warm, quick in his service. the overall quality of the food was satisfying, just like most of the other outlets i ve been to.",2
i have had the worst food from this restaurant .. i ordered twice from this restaurant and both the timed the food was pathetic. i couldnt eat the stuff both the times.. hotel zara,0
burgers were very good and the hotdog was also nice. the chicken was succulent and very juicy. i like the prepration. thank you,2
low quality and quantity,0
tried pathar ka ghost and loved it. this place is famous for haleem which i am yet to try. tried a couple of chinese items as well and loved them. all-in-all a very reputed and reliable place to dine-in,2
been here with parents. ordered hot and sour soup and pachi mirchi pulav. the soup was a bit spicy but tasty. the pulav was to the point neither spicy nor bland.,1
allmost all items we ordered were tasteless. plus service was average with guy taking orders appeared rude. he was behaving like he is owner and does not care if we come back again or not.,0
we've ordered for crispy corn and its was too oily and salty.egg biryani was okay.service and ambiance is good. should take more care for the food.,1
worst delivery,0
"we ordered noodles and some gravy with mushrooms and baby corn. the noodles had lots of uncooked cauliflower and onions, half cooked. the gravy was also flat in taste with lot of oil and lots of eggplant.",1
"wost biryani i ever had from here today. i know, it was late when i ordered for 'paneer biryani' but the delivery i received was absolutely unexpectable. it was a plain rice with butter paneer masala at the end, seriously i was shocked when i opened the package. last time, i ordered 'veg biryani' which was also just accpetable. so, from my past experience food from this place is totally non-recommendable, specially for vegiterians. pakwaan grand team, guys plzzz",1
"the lamb dish was good, but the pork was undercooked. better avoid pork here. coz that could be dangerous. the ambience is good. the decor is warm with heritage wooden doors, pillars n other elements from old rajasthan havelis.",1
"been here twice in less than a month, and i hope i can keep coming back. i absolutely love their food. the bibimbap is to die for, and the king chilly pork only slightly less so. their ice-cream also manages to be excellent. the service is a bit shifty, but we can't have everything. unbelievable prices for now , as well. definitely go here if you love meat. slightly louder music and tea would be great additions, but hardly necessary.",2
delivery by zomato by quick! they have removed sandwiches from their menu. some of the food items are priced high. overall good experience. chole bhatoore 5 5 chole bhatoore were amazing. do eat those bhatoore at the outlet itself.,2
"went here for lunch, it's bit different than usual bbq buffets starters were impressive, service was good. you will get wood fire pizza here, due to heavy crowd when i went the pizza was not baked properly. they can improve in dessert section. rest all are good and different than regular buffets.",2
what the fuck...i did order 4 butter rotis and u sent 4 normal roti...and matar paneer was uneatable. disappointed,0
"ambience 3 5 overall okay, not much extravaganza to attract customers, not a wow factor. starters 2.5 5 except two dishes, others were not worth eating. main course 2 5 total disaster. desserts 2 5 not much variations with awful selection of items.",0
"very bad service .no less than tricksters.should be sued for this.just need opportunity for taking money.evn after one minute of cancellation ,they are not refunding money",0
been to this place a couple of times and enjoyed decent food. but my last visit to this place disappointed me a bit. tried in starters sheela ka shashlik fish in starters. little more marination could have enhanced the flavour of dish. butter chicken which was ordered more didn't meet the taste buds. the chicken seems to be not that fresh and tasted more like paneer. the only dish which met our expectation was patiala lassi. this drags me to this place again n again. hope such things will be taken in near future.,1
the owner is absolutly pathetic and has no idea about customer service. pathetic food and bad customer service make the whole place nothing but a horrible place..,0
if you can t get a simple dish like chicken drumsticks right then i don t know what you can make right,1
bad quality,0
"last time i ordered mutton rogan josh from here, it was amazing but today it was not fresh and only bones, no meat. it s sad my favourite restaurant is going down in quality",1
"why glass onion this place was trending on zomato ever since it has openned and it has gained the popularity in very short span of time. so, i was having an eye on it and finally felt delighted after visiting it at saturday night . ambience oh wobby ! beautify ambience with indoor outdoor sitting options and spread accross huge space. its situated inside the boulder hills and hence the area is very peaceful and calm. you need to have a reservation for outdoors as this place is mostly filled with people service food super fast service and sumptous food. period. from kung pow chicken , cheese based brocolli to nachos to chicken chettinad , everything is lovely and you can go on asking more and more... yay or nay",2
i like this place for shawarma but mandi was pathetic. it contained pulao rice. full sticky no cashews. really not the kind of mandi i was expecting from this place. really pathetic mandi,0
one of the worst in and around gachibowli. i ordered two rice combo and sent one and collected money for two. such a non sense guy. the mathura villas owner. never believe in their words.,0
"last time i ordered the food tofu keema wrap, dal makhni and parathe from here, i was delivered spoiled food. the wrap was literally smelling sour and parathe were like they have been prepared in the morning and sent to us for dinner. i always order from this restaurant and since it was the first time, i wanted to ignore this but, still putting out this review so that management can introspect and figure out if this was process fault, delivery fault or a manual one.",0
ordered a double chicken and double egg maggi and an egg maggi. it was delivered to me while it was still hot and steamy that way you can be sure that it isn't sticky or soggy. it also tasted really good and was cooked properly. they had good amount of egg and chicken in both the dishes. the quantity was really good and it is worth the money. taste 4 5.,2
"i can't say the donuts are too tasty.if you are a sweet lover you can once try this.we ordered a pack of six and i felt no difference in each of these ,in taste they look similar except the yellow one mango flavoured . i didn't even feel it as fresh one ,as soon as i ordered he bought the one which he has packed it and kept as stock.overall, i was disappointed for the first time being there. once you can try this as a snack, but it's too sweet. ambience i can rate as 3.5 5 food-3 5",2
owm nom nom,1
"good music, amazing place and nice ambience. and you are lucky enough if partho is attending you. try out the brew and the staff is quite welcoming have fun.",2
"the ice cream is really good, the ambiance is cute and the staff is courteous, no complaints as such. i like my ice cream to be a little subtle sweet but would highly recommend this to all the ice cream lovers.",2
"tried bheemavaram mixed pulao and green mirchi chicken pulao. taste was ok,not that great. service could have been way better. bheemavaram pulao was good in meat to rice ration and tasted good. service--2 5 quality and quantity --3 5 price--3 5 taste --3 5 ambiance --2 5",1
so unprofessional place being a girl i felt the staff was inappropriate on behaviour and i love the dj anyways over there but the staff is making the place worst so freaking rude,0
this place is severely understaffed. very hot in the afternoon. ac does not work properly. tables not cleaned unless asked. donuts are tasty though. will not visit this place again.,0
"very good food and friendly staff with great manegment. the starters were so yummy lal mrichi ka teeka tikka and tundey kebab .... murgh kandhar was delicious , we finished our dinner with gulab jamoon . overall a best place to visit if you are a kebab fan.one of the best kebab i have had in the city.",2
"i really enjoyed the cilantro fish and pasta, everything else was just ok. limited variety of food. non-veg main course items didn't meet expectations. veg main course item tasted good. overall a good experience",2
the place was amazing! people there were really polite it was crowded af which was good. the music could be better but it was a great night.,2
i got both same products,1
"did not like the quality of chocolate ice cream served with the pancakes. tasted as if it was laced with some chemical, gave a metallic taste to the palette after few bites. was also dissatisfied with the waffle. very rubbery, was difficult to cut. lastly, the service was poor and rude. wont bother going here again.",0
food packaging and providing sufficient packets of raita according to the order,1
the only positive thing of the place was the ambience and atmosphere! we ordered nachos which was not served with salsa sauce . the mocktails were good enough but the barbequed paneer tikka was just horrible. it tasted like it was stale and was loaded with a lot of spice !,1
domino's doesn't live up to the standards any more. i ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 mins. once i got the pizza it was smashed.. when asked for a refund they said they will give me domino's credits. however i didn't get the credits as well. also i don't want domino's credits. i want my money back. i will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards. attached images of the smashed pizza.,1
super fast delivery,2
we ordered a fish starter along with main course. food was good . tasted quite fresh and authentic. quality and quantity both were satisfying. the restaurant is in the same floor of eat india company and shares same service.,2
visited this place almost 2 years back it was evening time on a friday. people were starting to pour in. we were attended promptly and served at the very earliest. - the nachos didn't taste quite like they should. - quick service food recommendations - chicken loaded burger,1
nice service.. timely service... good to order from here.. no miss matches from order list and received list... good tasty and hot too. well placed,2
"if you love goa... this place is nostalgic... it has sectons divided with the names of places in goa like panjim, colva, baga etc you don't need to give a second thought to the ambience at all... its perfect for a date or a group... good place to have corporate party... friendly staff... food is awesome veg as well as nonveg... must try... chilli paneer , nachos, fried rice , chilli chicken, prawn all the alcohol they mention in the menu is available so not to worry for that... even the beers... cocktails to try... mojito, cosmo, mai tai, sangria ... these are what i tried and they are best....",2
very tasty,1
best north indian food in town. the flavours were very well seasoned and we were very much satisfied with the reasonable pricing as well. ordered naans and combos and it was given in fair quantity in relation to the prices. would love to go again.,2
i got top ramen instead maggie ... i ordered double egg double chicken fried maggie and i got top ramen and that to not at all fried. a big disappointment..,1
the place don't have mutton though they have it in menu. chicken mandi is ok ..not that great.ambience in contrast is great. music is too loud to have conservation in lunch.,1
the food was so salty. couldnot eat it at all. money wasted. chicken was not properly cooked. there was no salt in the chicken while the rice was full with salt. no balance.,0
zomato food review program i have ordered for cheesy chicken buna wrap and double cheese meat ball wrap. the quantity was good enough loved the meat ball wrap food was not hot by the time it was delivered.,1
"rated 4.1 on zomato. quite disappointed. friday night perhaps got the service lil delayed. music too loud, too many smokers and the pizza had huge cubes of onions.",0
the worst biryani and tandoori i ever had! looked like some leftover is delivered to me and so expensive. idiots!,0
"as soon as i opened the box i was so excited to eat them, the presentation was wonderful but when i had a bite the doughnut was not fresh at all, same with every doughnut in the box, dissappointed such a waste of precious money on not at all fresh food",1
"had a terrible exp on saturday night 22nd sep . i have been quite regular to komotos on friday eve woh my office colleagues and had good exp so far. tonight i recommended this place to my friend for dine out. when my friend arrived the staff at the kitchen told there is no ala-carte tonight. only option is buffet. so they started with buffet. when i reached it a little surprise to me and i checked with the manager there mr. abhiveer. he also denied about the ala-carte. so we continued with buffet later while walking around the buffet spread we learnt that ala-carte is also there and three ppl lied to us. as i am a big fan of their hamas and pita dish i asked for the menu and mr. abhiveer is sayin we don t have menu, please check the menu in zomato. what? who the hell ll publish the menu only on zomato in a restaurant and are the customers fool enough? buffet food options for vegetarians are very less. their dessert spread was good though. their service was also pathetic for the indian bread and other stuff. after asking numerous time for spoons and tissues, this is how the tissues were served to us on the table plz refer the pic . we had 3 kids with us, imagine how long these tissues would have been their in this manner! big no to ppl if you want to have just one or two dishes there. we got trapped today.",0
"ordered fruit exotica and fruit and nuts ice-cream on two different days, once from swiggy and once from zomato. the ice-creams were both melted and lacked the flavour and quality that is usually offered by cream stone. highy disappointed!! i was a fan of cream stone ice-creams but i won't recommend this to anyone ever again. not worth spending money on.",0
"great value for money spent. natural ambience, felt happy spending the time. ambience - 5 food - 4 photographic location - 4 loved it eat what you can",2
"ordered mutton biriyani and kebab from this restaurant, biriyani was good but kebab was average. hope they improve the quality of kebab. menu is pretty rich and price is also fair.",1
"food was okay. wish they didn t put nuts in the pasta. mushroom soup was good. chicken and fish was delicious, but too spicy. i mentioned no spicy in the zomato notes, but it was super spicy.",1
prathu has done a very good job.he was polite and friendly.he knows very well how to deal with the customers.otm is a right place to hangout...,2
"one of the best place i've ever went to buffet. especially the great service provided by the agents over there , it really impressed. it was on my birthdae april 2. sorry for the late review. starting from welcome drink till the complimentary cake , the food was so delicious.... great job !!!!",2
this place is amazing. we went for sunday brunch and the food was really good .view and the ambience was awesome. would definitely recommend for those who want to have lots of food and relax and have a perfect weekend.,2
"really don't go with rating. we had here in the evening and trust me food was not at all good and coming to service, they are damn slow. 90 items in the menu are unavailable. only available items will be served 40mins later your order. even people were very few when we visited here. waste of money and time",0
"the best thing about this cafe is that it is open 24x7. there are lot of beverage options, a few bakery options and very little food options. the ambiance is great for bike enthusiasts, but if you aren't one it is only average for you. they play really good music though. the food is only average.",1
you need at least 2 hrs time to get your food prepare. better go for other restaurant instead of ordering food from it. i have ordered food from it and they either cancel or take 2 hr to just prepare your food.,1
"ambience is really good. lot of space, laid back ambience, mist sprays - perfect for a lazy sunday lunch! coming to food, recommend trying only goan cuisine. didn t feel the buffet was special or so but their ala carte is real good. sea devil is a starter that stands out - prawns wrapped in beacon, perfectly grilled. butter garlic crabs are good too although slightly on the expensive side. goan chicken curries are well made and taste good with plain steamed rice - chicken vindalho if you are looking for spicy or chicken xacuti if you want something less hot!",2
chicken should have been more cooked.,1
"we went to t-grill yesterday for lunch overall experience was very nice. food , service, ambience and location everything was very good. nice place to hangout with friends family.",2
i paid for extra choco chips..and i didn't even find single chin inside..it's so disgusting. i have already mentioned in instructions like..please don't forget add ons.stll they forgot,0
very fast delivery,1
no cutlery. fork is missing.,1
i have tasted both muttonbiryani chickenfrybiryani mutton biryani was tasty but chicken fry biryani was just decent biryani the fried chicken peices were as similar to chicken 65 scoreboard taste muttonbiryani - 3.5 5 chickenfrybiryani - 3 5 valueformoney muttonbiryani - 3 5 chickenfrybiryani - 3 5,1
awesome. they listend to my special request. i am a regular customer and they never disappoint.,2
yukkkkkksssssssss!!!!!!! yukkkssssssssssss!!!!!!! i can t write anything more. the afghani chicken was bad. only the omlet in it was good. chicken pieces were horrible.,0
one of the best biryani restaurant in hyderabad. kebabs and other mughlai dishes are also delicious. highly recommended for all non-veg lovers!,2
naans are totally burned unable to eat.,1
"my experience was bad here, they kept us waiting for 20 mins and told that the order we placed for biryani is unavailable. same for the sweetdish we ordered.",0
"even though this place is huge, we couldn't find a place to sit initially. around 10.30 we finally got a place to sit. the food and the bar here is good and service was prompt once you get a table . the dj played some nice bollywood songs. overall it's a nice place but i'd recommend to book a table before you go here if you are planning to visit on weekends.",2
"love everything about this place. food, drinks, ambience and service. we had water chestnuts, cheese broccoli and nachos in starters. pizza was good too. a good place to hangout with friends.",2
horrible biryani this is what we got when we ordered on swiggy. it looks like you just want to make money selling biryani and left over pieces,0
"this was our first visit to mathura villas. we had visited this place on the last day of navratri for dinner. they only had special navratri thali in their menu for thali so we decided to go with it. we were utterly disappointed with the food 1 the thali was filled with sambar, green chutney and sweet chutney, 1 peas corn gravy, 1 alloo gravy, mixture, navratan kurma and dry banana veggie, sour curd, samudana vada, samudana khichadi, payasam, fruit salad 2 there was no dal, no kadi, or any orther sabji gravy in the thali. except for the kurma and corn-peas sabji nothing was appetizing enough 3 welcome drink like chaas jaljeera which is usually a part of any thali in india was not served. on asking the manager he tells us that chaas is a part of the thali but that they missed swrving us 4 only fruit salad and payasam was given to us in the thali. again we had to ask the waiters if they had served all that was a part of the thali. only after enquiring abt the items did they mention that there is yet another sweet which they forgot to include. 5 they only had plain rice for the thali overall there was absolutely nothing special about the so-called special navratri thali !",1
ordered mushroom chilli and keema biryani. mushroom chilli was fine but the biryani tasted like pulao. it dint have any aroma and it was not even close to biryani. totally tasteless.,1
"it's good for snacks and cakes..... it's cheap, affordable and reasonable. not so posh!. food quality can be better. service is good and fast. awesome place for students",1
ordered sesame chilly chicken for home delivery and it was one of the worst chicken dishes i have had. chicken was like rubber and they had added so much spices that it was almost bitter. they didn't even have the sense to send a spoon or fork and some tissues.,0
"they always deny the table on weekends or friday even though we book on zomato or other apps due to high demand, this is not fair if we did a pre booking",0
"i had a very nice time and good in ab's in gachibowli... sheff pankaj was very polite and friendly., he had specially made dishes on our request.. overal 5 star experience... too good",2
"since my childhood, i've always been a fan of gongura with non veg and when i got to know that this place serves a good gongura biryani, thought of having it. and then comes a day when i finally ordered it and guess what, as soon as you see it, you'll fall in love with the colour of biryani hopefully that is not an artificial colour. but coming to taste, it's awesome. just lyk god is omnipotent, the flavour of gongura is omnipresent i mean in every rice grain you can sense it. the chicken pieces too were very good. they are soft too as one my friends who has a fence to her teeth could eat those easily tagged at a moderate price , quantity is quite sufficient. if you're a lover of gongura , then this a must try. note i don't have any idea about ambience . my rating confined to gongura biryani alone as i haven't had anything else from there. p.s. i still have this doubt how the chef managed to get that color to the biryani",2
i absolutely love their thin crust pizzas and would definitely go there again and again.. the desserts were just good enough and it made the experience complete.. service can do with a minor improvement..,2
"great service and great food. raza and narendra took great care of us and the two kids, giving us all that we wanted from customised orders for kids to our own preferences.",2
"the hotel never updates the status of the order. i called zomato support after 20 mins of placing the order, then the zomato support team calls the hotel to accept the order and then they update the order. next them mention it will be delivered by 1 11pm but again no update. i called again at 1 15pm to check what happened to the order. they again called the hotel to get an update. then they mention your food is still getting prepared, its in the kitchen. what the hell the order that should have delivered way back its still in kitchen and you guys don't mind to update or apologize. i asked to cancel the order and zomato said it can't cancel as it will be waste of food. great and i am stuck with the hotel's will to deliver it or not. pathetic service.",0
"went here to catch up with a friend, very near the orr entrance and right beside the main road. the interior was well done with the brewing machine at display which was the centre of attraction for most people visiting there. the seating was plush and comfortable. the choice of food was aplenty and the service was very prompt and homely. the preparation and plating everything was about perfect, but we did not liked the lemon soda, it had some weird taste. in all it was good.",1
"ooo the 10d... again, brewed beers... lovely. food... good. music...can be better. very nice ambience. rooftop setup is oh so lovely.. a bit heavy on pockets. service is good until the clock ticks 11. i felt, the staff were a bit too in a hurry to get everything closed down and to get lights off which is a turn off. so, folks , get your beers by 10 55",1
"visited here saturday evening, place was full crowded and it took time to get a table though i've booked online. drinks prices keeps changing here as stock market exchange prices which is speciality of the bar. dance floor, ambience, music everything is so good here.",2
"we found insect in the beer, we informed to the management but the way of their behaviour is worst. this is not good and bad experience in this bar.",0
i didn't quite like this place. it is a bit congested and the food is also not so great though they charge well for it. but i did like the dum mutton biryani. service was also okay.plates were not good condition we have to request 3 times to change plates when asked for ice cream go different order...,0
one star only because zero star is not an option. probably one of the worst and slow place in hyderabad. only one bartender waiter who was not even in the bar for most of the time.,0
"i'm visited olive garden with my team around 9 members, we had taken buffet they served 6 starter, it was excellent. specially chicken kebab and appolo fish was very good. main course was also good. chicken biryani was awesome in desserts. rasmalai was mouth smashing. honestly we had enjoyed a lot. ambiance is nice. service was good and staff also. it's a pocket friendly restaurant. i would suggest visit once.",2
i hv been away from hyderabad from a year ...on coming back ...my brother told me about the dalnmakhni from this place .....he said it was amazing ....... i ordered a couple of items along with dal makhni ......no doubt the dal makhni was nice but it can't be compared to d delhi dal makhni ... the menu is very crisp .....overall the food is really nice .....i would rate this place a 3.5 ....,1
"nice little place , hard to locate though. this is near to lanco hills in manikonda. the food here is really good and the staff is very attentive. the ambience is not so great but good for small family dining experience. this place had gold and we had ordered one starter, one biryani and one kulcha. all tasted good. and the bill was around 450 bucks . can try it if you want someplace light on budget.",2
"went for lunch with friends...ala carte. liked the ambience,though it was really far to get to!! we had the caesar salad, which was fresh and could have used a bit more seasoning pizza arabiata-really nice, crust thin and ingredients fresh and tasty! penne pasta-chicken was also good, though the chicken seemed dry. the best dish was thai green curry vegetables which was served with a jasmine rice-the best ever flavours-a must try!! now coming to the desserts- we had the philadelphia cheese cake baked-nice plating but cheesecake can be improved significantly. creme brule was good--loved the crispy carmelized sugar crust. there was a lot of crowd and it took us a long time to get our orders. overall it was a nice experience, hope to have a better one next time.",1
"we had a worst experience, waste of money no courtesy, pathetic quality of food. they serve cuddle milk soup instead of cream of mushroom. server argue and justify you place wrong order. old fish, cheap oil they use. we paid our bill and had to left food without eating. never to visit this place again",0
burnt naan,1
i dont like this biryani. worst biryani. not having taste. its doesnt mean that biryani taste is good if they are adding almonds in biryani. it should in good taste from inside. on top of this biryani price is too much.,1
"i have ordered veg biryani from hyderabad daawat, the taste is average and quantity is okay. quality of the food need to be improved, i do not see anything except cauliflower and beans in biryani.",1
can be better if provided fresh food,1
"worst food received, low quality rice was used, egg fried rice was almost spoiler, unable to eat. worst experience ever, does not recommend.",0
"no taste in food, starters were served cold, probably it was already cooked so waiter suggested us that dish. it is expensive and not worth at all. they are trying to be over authentic and spoiling the basic taste of food. rotis are very hard and ulavacharu biryani is too much masala and no tasty. not suggested to visit.",0
"though a it's a small place and would be over crowded all the time, the food quality is what makes us visit the place again and again.. one should try tughlaq biriyani if visiting this place.",1
worst biryani they mix normal rice in biryani more than basmati. ordered fish biryani and it tasted pathetic. it was the first time i ordered and il make sure not to order or visit such a disgusting place ever again.,0
