clean_review,label
dint get correct order,0
i had the worst experience with the food and the service.food is not great and the service took so long.the place is not totally air-conditioned and the staff is a bit rude to customers.,0
awesome,1
more spicy cannot eat,0
"average ambience , average food and average experience. not worth the 500 bucks they charged for entry as cover which was not even adjusted with the bill. music was too loud making it difficult to sit through. a number of items on the menu were unavailable though service was prompt. had high hopes because of the zomato rating but was thoroughly disappointed. should give it a miss if one is looking for a classier experience.",0
best service ever! sarveshvar rao did the best service ever i am so happy with his service and hospitality. please recognise his efforts and wish him the best in the world,1
very bad packing of the food. it all got mixed with each other. couldn't have the meal which i ordered. pls make sure to pack properly when sending it for the delivery.,0
"it was a bad experience on a saturday night after the dj snake event we were all starving, we ended up this place. we ordered mutton kheema, mutton biryani and subz veg biryani which was in lucknowi style and not at all good. those who prefer hydrabadi style biryani please stay out of this place. ambience is also not at all good when compared to bankara hills khaan saab. not a place to visit again, so guys think more than twice before visiting this place. service 3 food 2 ambience 2.5",0
"this is what we were served today when we ordered for grilled paneer. i think this was someone's left over which we were served. giving the benefit of doubt that they might have made some mistake, i informed them that it might be a mistake but the manager said that they didn't have enough plated to serve and hence they served it like this. after a lot of arguments they finally decided to change it. but the story does not end here. they served us ice cold paneer in a different plate. i will just finish my beer and leave now.",0
"ambience was superb .. food was good .. table booking is highly recommended on both weekdays weekends.. i visited with family felt very comfortable although it's a bar kitchen. so, it's not the prefect place to hangout with gang but surely can have a try once .. initially we planned for ala carte , but went for buffet because ala carte seems expensive compared to other restaurants.. peaceful experience no distractions what so ever.. prefer to have spicy food it's the best place to visit .. starters were amazing fish was superb spicy . i booked a table 1day prior to my visit but still had to wait 45min for table after i entered the restaurant.. only this was my negative feedback on my visit. 7.5 10 thanks!",1
"the place should be visited when only having good biryani is your priority and not the ambiance, hospitality or hygiene. we visited the place with office colleagues for lunch. the food tastes average other than the biryani which is simply awesome. we ordered tandoori chicken, chicken hariyali kabab, adarika chicken tikka, chicken mutton biryani, double ka meetha. had sweet paan in the end.",1
never go for potato krisper burger .. bad taste and these guys add imli chutney in it ... its taste like what the hell we are eating... never go for this,0
nice place to have donuts. been here multiple times and left this place with a smile as the environment is healthy and staff is nice to you. and of course the food is great.,1
"it's been a very long desire to taste the pan asian food at zega, very beautiful place with a spectacular view from the outlet, well balanced ambience with nice live kitchen and interactive bar, coming to the service its seems very low manned for every order we have to stand up and request someone to attend for our request, taste of the food was just ok, need to relook into the clasic dishes, over all it was a very average dining experience at zega.",0
"very good delicious north indian dishes served hot with little waiting time after ordering. liked kadai veg curry and paneer butter masala plus romali roti, good deserts, excellent place for food lovers ambience 4.9, quality 4.8, service 4.9",1
was there for office lunch outing. rating would be mixed because food was fine but service was very bad. booked table a day before but still had to wait for 30-40 mins to get one. manager was polite but gave some rubbish reasons for bad service. ambiance is fine.,1
the non veg pizzas are really bad,0
i have been to pot pourri along with my colleague for lunch. we had pot pourri chicken roast and mamsam mutton pulao .both were delicious.one must try these for sure. highly recommended place .they do have buffet as well.worth giving a shot,1
"dishes tried lal mirch tikka, tundey kebab, rajwada ghost the food is okay not great, doesn't really live up to the hype. tundey kebab was good but a little bit on spicy side. rajwada ghost was awesome. goodespecially the kabsa laham. its a must have for everyone. grilled chicken was a let down though the staff wasn't very welcoming when we mentioned we will using dineout for payments and you could sense their attitude change. the ambience is pretty standard and looks empty.",1
"this place is fine baking indeed. classy outlet as well, with very foreign inspired interiors. their chocolate chip cookie is very good chewy and tasty . the honey chocolate cake is a good bet for your evening snack. the cupcakes here are my all time favorite choclate feels better than the red velvet their brownie is also one of the best in hyderabad and is quite a good option for gifting people as well as being a recepient of such a box of delight.",1
my all time favorite for bakery items and pizza. beats european croissant any day. try the butter croissant for breakfast. don't miss the hot chocolate.,1
"one of the best places i have been to this winter, perfect ambience and what i loved the most was to beat the cold they provide a hot charcoal basket beside every table..gives you the perfect winter warmth, even on a busy day of the week the service was on spot, just like a dabha where everything seemed to be on the move and full of buzz the food was always known to be typical telangana food but somehow felt it was a little close to telangana cusine and more of a quick dabha serve..loved the ragi sangati combo perfect bowl of rangi sangati with a dollop of ghee with 4 accompaniments like mutton pickle, chicken curry, daal and pachi pulusu, ordered their famous pulavs as well. ambience 4.5 stole my heart with the charcoals taste 3.5 would love more authenticity service 4 quantity 3 can improve a little for the price point value for money 3 maybe because it is located in gachibowli overall rating for this place a decent 4 5",1
fully disappointed... i have ordered handi biryani with two pieces... but restaurant delivered me with one piece of chicken.,0
i didn't received any order,0
"had been to this place for a team lunch two weeks ago. a very good place for team gathering, with a widespread buffet and very nice service, this place is highly recommended. the starters and main course were equally good. the variety of desserts were very nice. and the cold stone ice cream counter was wonderful. thanks to mr. manoj mr. salim in the restaurant who were very professional, friendly, polite and made us feel very comfortable. we thoroughly enjoyed our lunch meet.",1
"lovely food lovely drinks with's make silu please don't forget to visit this place if u, re in gachibowli. for the most happening nigh this please will never disappoints you.",1
"nice place this. excellent choice in beers, probably amongst the best in hyderabad. sober ambiance and good music wonderful mix of crowd and some okay dishes served up. we tried the egg manchuria was pretty unique and then it was the spicy fried idli was off beat the chicken tikka was standard a little spicy on your pocket, but what the heck a few beers don t harm.. although the service could have been a little more prompt. see the tilt in the beer !! ambiance 3.5 5 food 3 5 beer 5 5 service 3.5 5",1
"initially thought of going to wonton gachibowli but on recommendation from a friend arrived here for dinner. restaurant is located near the gachibowli highway on the 1st floor above ccd. restaurant had nice interiors and we were greeted in a warm manner. the staffs were very courteous to explain us the dish details at the time of order. we ordered for potato ball honey pepper sa, dumplings, vegetable manchurian, vegetable black bean noodles, 3 treasure veg chilly. all dishes were served spontaneously and all were almost authentic chinese dishes. there was no soup provided along with dumplings as is provided in kolkata shops. we were disappointed with manchurian as they were too much salty. noodles were perfectly cooked but the babycorns needed to be boiled a bit. overall a wonderful experience as we spent more than 2 hours eating n chitchatting with friends. we also had cakes which we brought from outside. they were very much cooperative to allow us outside food. taste 3.1 5 service 5 5 price 4 5. there is no service charge on the bill.",1
"went there the other night with a couple of friends for dinner and i was truly disappointed. the food didn t taste really well and the ambiance wasn t great too. the rice was polished a bit too much and the pulkas felt like papad. had good expectations from kothimeera chicken but it was all bland. on top of all of these, the waiters demanded for tip. yes, they demanded how much tip we leave.",0
food n't bad....,1
no taste,0
"ordered mushroom pander curry but received only mushroom curry, taste was ok but order was not up-to the mark, please ensure it is not repeated again as it loses the credibility.",1
had veg puff here a number of times but this karachi cafe never disappointed. everything is fresh and tasty but the only downside is that the sandwiches and burgers are just reheated and served. a few of the menu items are available only from afternoon and get over pretty quickly so i usually call them up to check before i visit this place.,1
"awful, in short!!!. had gone to this place once for lunch. had a terrible spicy tasteless biryani.the salan was just jal jira pudina water. i guess they forgot we were having biryani and not pani puri. explains the lack of customers.",0
"wost biryani i ever had from here today. i know, it was late when i ordered for 'paneer biryani' but the delivery i received was absolutely unexpectable. it was a plain rice with butter paneer masala at the end, seriously i was shocked when i opened the package. last time, i ordered 'veg biryani' which was also just accpetable. so, from my past experience food from this place is totally non-recommendable, specially for vegiterians. pakwaan grand team, guys plzzz",0
not upto punjabi standards.. also packaging was not good.,0
pathetic biryani ever i had. in my life.. if u really wants to eat biryani then don't order for here.. better look for other options.. only the packing is good but food is not at all good..,0
"nothing ask more than this, nice place, good service, excellent food. i ordered north indian and other members ordered italian food. everything was tasty. one small suggestion to them that north indian dish meal is little less for one people. who eat only one roti in meal. location and ambience was very beautiful empty bottle used nicely. service was good and quick. value for money, prices are little higher but i still say not bad. food 5 5 location and ambience 5 5 service 4 5 value for money 3.5 5",1
veg review i have visited its other branch in banjara hills many times and have always liked their food.... so wanted to give this branch a try. food here is great too.. dishes ordered pepper fried paneer - i personally don't like starters if they are very crisp so couldn't enjoy it much.... pan fried noodles - amazing loved it!! mushroom pepper chilly - good but felt it didnt go very well with noodles brownie - very soft and juicy,1
good place for team lunch but has pathetic veg starters option potato and mashroom but they tell will smile that this is all for today .i am writing this review whole i am in the restraint itself.improve barbeque..every customer is important.,0
food packing is bad,0
verry bad food.i am ordered hyderabadi specail birayani. and quantity also verry less and onions and lemons also not given.dont waste your money.,0
"we wen t for lunch ala carta today ordered couple of non-veg starters and veg starters, all of them are salty and uncooked. the quality is also not fresh, they are smelly. the chicken sheekh kebab is full of dough and no chicken in it. the main course is also awful and the chicken dum biryani is not actually dum biryani it is pulao. please avoid this place the star ratings are fake",0
"the rating for the food taste is always 4 5 here but when comes to service i can't rate more than 1.5 5, the 0.5 is just for getting bill quickly and may be 1 for getting few dishes immediately. i visited this restaurant for the fifth time expecting to get better food and service than last time, but it is always degrading. we came in to lunch at around 2 45, the first thing which irritated was they were served me cold starters and i complained then they went and heated it up and served, this was corn cubes, they promised 11 started in the buffet menu and they never bothered to serve all. i had to ask him to check what the menu was and can he serve all of them and still they never served. i think they were supposed to serve soup at table along with starters which they always did before, i went and asked them about it then they said it is available at the buffet section and we can go and get it. i really felt like going to a place where they were serving free food and we had to go and ask for what we wanted. it was absolutely ridiculous experience, they started turning off the lights when we're still eating, i agree we were late but switch off all the lights and we go out in a kind of darkness? it is no more pathetic situation, like they are not bothered about the customers, and we can get in if we want. i was always thinking urban asia is a premium place for good food and service, but it proved other wise.",0
nice ambience . tasty food. excellent serice by romjan and ranjith. my daughter enjoyed making her own pizza and other stalls also good. thanks.,1
"food and ambience is average, waiter is not serving the food properly, we need to keep asking him to bring salads, chutneys and all, finally he demanded particular amount tip while paying the bill.",1
"i am from mumbai, i ordered it from my hotel in hitech city, from swiggy. i ordered chicken pot rice, pot rice is usually wet n not dry, this one was actually dry and it wasn t made with the wet gravy how pot rice is actually made, and they made chinesee like biryani, seriously! garam masala in the pot rice was a big turn off. it was actually hydrabadi pot rice lol!",0
delivery on time,1
"nice ambience for having buffet lunch...quick, hot and tasty servings since it is located inside roads no hassle of traffic sound.. must try dahi paani poori...",1
ordered a vanilla fudge cake for my wife's bday.. the cake was okayish at best.. the frost was very sweet like the ones you get in cheap ones.. the layers were soft but not something which would just melt in your mouth.. all in all the cake was not worth its price and hype.. disappointed,0
reached on before delivery time. thanq,1
had good experience here with a new concept of serving food and making your own pizza. service from mr.avinash is superb and overwhelmed to have been attended who served us food till we were full and content.,1
paneer is ok. but soup is not at all good .. packing is worst,0
"i had bad experience with buffet,food served was not at all worthy. service and ambience were good but food was pathetic and just waste of money.",0
"very bad taste including vegetarian and non-vegetarian. deserts were stale. paneer was like rubber. ac was not working, and very bad service...",0
"visited on 3rd june 18. the place is cool and the deserts served here are really nice. i tried the mango pie, chocolate donut and the chilli bread and the cold coffee. mango pie was pretty good and the blueberry muffin was really tasty. frappe coffee was an average cold coffee but chilli cheese bread was a different one. the ambiance and the music is cool. good place to hangout and get some nice time with friends with a cup of coffee.",1
"it is a very happening pub in the town. tds , we call it. it is so true that the environment will not let you be lazy or be out of sync. service is so prompt also the staff is well trained. the dj is just 10 10. ambiance is super cool. must visit place for the all party lovers. also this is value for money.",1
very rude staff. ask them for corporate discount and they will ask you to cancel your reservation. such a pathetic thing to say to any customer!,0
starting with the ambience it has a warm indoor and a pleasant outdoor with a pool polite staff food of gd taste chicken biryani a must try very late service takes around 20 minutes though the crowd is very less !,1
"after so many of goody goody excellent reviews i been there n i was very excited to taste the foodz i was missing northeast taste but sorry to say it was not upto the mark it was ok chalega type , being a northeast i know wat it should taste",0
worst ever kfc lunch. i was a great fan of kfc and always liked to have it. but now i have decided to not to eat kfc anymore. chicken is more like rubber. i was not able to eat it and thrown everything. definitely they are using some medicines for fast growth of chicken. please don't order from kfc anymore,0
"the worst place in the city, i was here for a few drinks with my friends and it was during the happy hours which is till 6pm and they were so adamant in taking our order at 5.50 stating happy hours were closed, we had to literally tell them that we were still in happy hours to ask for that price, surprisingly they didn't like it and the drinks were diluted. what surprised me the most was that they were serving everything in plastic glasses? like seriously? serve drinks in a plastic glass? when speaking to the waiter he said - go to 10d they serve drinks in glasses and not plastic, it was so rude for him to say that. i asked him to call his manager and told him the story to which he says his boss asked to serve in plastic glasses and kept explaining that it was his boss's order, he was just not able to understand what i was explaining to him - i bigger issue was about the way the waiter had spoken to me and when even after sometime i realised he was not interested in what i was saying, i was furious and used f word to which he said you can use f word but we are also very dangerous people? like what dangerous? he was absolutely okay with me writing this review as they felt they didn't have any obligation towards customer service. it was not something they were giving me for free and to compensate he was willing to give me discount and also call the waiter to apologies to me - i didn't need someone's apology - what matters the most is their service and looks like it does not appear anywhere on their list of how to sustain in the business. disappointed!",0
haleem is very good a d chiken biryani is very good and nice place in paradise gachibowli so i am happy next time visiting again with my friends,1
"its a great place to visit with a couple of friends for some drinks and food. the staff is very cooperative and helpful. the crowd is okay. the ambience is the thing i liked the most. an open terrace option just adds up to the charm of the night. all in all, its among the best places in hyderabad to have food and drinks. so let the drinks pour in! cheers!",1
"i used to love chinese pavilion. the banjara hills outlet was synonymous with prawns in chilli oyster sauce. i went with those drool filled expectations to the gachibowli outlet for takeout, and could barely finish the fried rice, prawns in chilli plum sauce. felt plasticy. sigh",0
nice service.. timely service... good to order from here.. no miss matches from order list and received list... good tasty and hot too. well placed,1
i keep going back to this place for the amazing service in terms of food and drinks both. the ambience is good and good to watch match as well. they have indoor as well as outdoor seating. they have a small attic area as well which can be booked for private parties.,1
i liked the flavors of andhra in their cuisine. i ordered chicken tikka biriyani with tandoori chicken and coke. i liked biriyani which was plentiful. nice customer service as they were always ready to serve. good ambience and locality. i loved my experience at this restaurant in gachibowli.,1
"i ordered chilly chicken and butter naan. the butter naan was alright but the chicken needs to improve a lot. although the gravy was fine, the chicken was not upto the mark as it seemed tasteless. to conclude it's okay but it really needs to improve a lot on a number of points.",0
"we booked for 40 people for an office party and it was a complete chaos. some south indian festival was going on in the restaurant, so the expectations were little high but a complete let down. firstly, they had not planned properly to manage 40 plus people. some people who arrived first got the privilege of getting welcome drink and i arrived 10 mins late, and simply didn't get it. for starters also, some privileged ones got served with only few of the varieties as per the menu. our of frustration, people started with main course and in between starters were being served. what a big mess it was. the complete team of 40 was disappointed.",0
they have different menu than mentioned in zomato. they say menu is different on weekends and weekdays. else place is ok to visit once. they ask for identity proof for entry.,0
good lunch and buffet menu. loved this place. had been here a few times with my team for linch buffets. so here goes my review food 4 5 ambience 3 5 service 4 5 budget 3 5,1
"brownielove bakedwithlove classic calm interior. i loved their theme color blue . packaging is sober and royal, an excellent house warming present. brownies were soft, chocolaty and yum yum yum. they were simply the best. one has to buy a complete box of 15 piece medium sized square brownie. rs 700 for box of brownie which will last for 4-5 days, per brownie it costs 50. good deal for a group of 6-7 people however not so good deal for single person loner. place an order in advance for assorted box of brownie. suggestion i don't want to go and eat chocolava in dominos on cheat day, instead i want to have brownie here. why not offer a single piece or small one person box 3-4 pieces may be .",1
it is closed as of 14th may. it is not mentioned on zomato. please call before you visit this place. i wanted to take my parents to the place but they referred me to mustang!!!,0
packaging was excellent... paratha could have been less oily.... taste was good.,1
i had a very experience related to the hygiene of the place. we were in the balcony when we saw cat walk through the separation it separates balcony from the bar . we told the person serving us and he said that the cat often comes here and does nothing. you don't have to worry about anything. till that time we had ordered our food. but seeing the cat walk by and no one batting an eye we cancelled the order and walked out.,0
"its the festive season and i wanted to try the navrathri thali. i tried my hand at faasos. the thali was well presented, the rotis were a bit hard. sweet is average. slightly less sweet because of the festival. i like the paneer. and by the time the raita reached me, it was off. bitter in taste. overall experience neither positive nor negative.",1
"a very good chaat and snacks stop, reminds me of north indian street chaats taste, and am a regular customer here now, especially of papadi chaat, worth a try and you will love it",1
"murgh mussalam was too delicious,even desserts were worth having.overall had a good experience having dinner there.i would suggst it to my frndz.",1
"absolutely loved the place, the food, aesthetics everything! i was pretty lost looking at the antiques and having veg cutlet with filter coffee. thought it was expensive while looking at the menu but the quantity was pretty good. much recommended.",1
"had a very disappointing experience. the place didn't do justice to it's rating. i don't know what happened, maybe the chef had a bad day or maybe that's how the food generally is. ordered fries with cheese which was poorly seasoned, the fish in fish and chips was literally dripping in oil. there didn't seem any effort put into the potato wedges that come on the side of the burger. the service was good.. if only food was half as decent!",0
"unhelpful and rude staff. according to zomato, they are supposed to be open till 11 but the staff gives excuses to not accept orders at 10.45 also, probably because they want to leave early. on top of that, they have the audacity to behave rudely. don't visit this outlet.",0
momos was not good do not know how to make. stuffing was of spring roll.,1
with deepak nice service. i went to this place for the first time and i have enjoyed it a lot. all of this wouldn't have been possible without deepak. his service and revocations made my visit extremely enjoyable.,1
"please mention either on the menu card or on any food app that we dont serve single piece of cake, we serve only a whole cake. so that people dont waste their time coming at your outlet",0
"yesterday it was a good evening we spent at karachi cafe along with the entire team. it's a very decent place for discussion, eating or for a date. we ordered various things like samosas, chicken kobirazi, veg cutlet, paneer kathi roll, macaroni sandwich, veg grilled sandwich etc. all the items were very good and pretty tasty. the irani chai was fabulous. it's a place with the theme old is gold, so you can see pictures from the past hanging on the walls. all of you can try out this place as it's located very near to it offices. service was good, cost wise also it's not very high. would like to taste some more items from the menu.",1
disgusting paneer chilly. it was floating oil inspite of ordering dry. i have snapshot which will make it clear. quality of delhi 39 is going worse over time.,0
amazing food. we had both veg and non veg food and both were pretty tasty. very creatively done interior. the ambience reminds you of north indian dhabas. very beautiful place. the cutlery used looks cool too.,1
"good place to hangout and party... place is for party lovers. can enjoy good food, watch ipl and music ... staff is polite ... zomato gold is accepted...",1
"ordered north indian thali, tastes bad, most of the curries are bad in taste, except one which is panneer. i had a feeling that chole curry was prepared yesterday and it smells tasts bad. they served 2 sweets, semiya and kirayi. only semiya tastes good.",0
"we visited the restaurant yesterday. we got outside table as all insides were reserved. being 42 degrees outside, they only had fans running in such upscale restaurant and mist fans. they are charging 1400 rs for buffet and is considered upscale restaurant. quite amazed on how upscale restaurants cannot afford coolers. felt bad for waiters also as they were fully sweating and running around..i had same experience few months back. we went in th evening and it rained. we took the outside seating due to nice weather plus all the water was gushing inside and they had nothing to prevent that. i liked the food here but if management can't simply think abt service, i am sure we can figure out other places to eat.",0
"they didn't packed the ice cream nicely ie.. didn't keep any dry ice, because of that it got melted and spreads in the pckage. a bit disappointed other than that taste is good.",1
"customer service is zero.. they don t know how to behave and dude they don t even have an extra box. the entire store is under renovation, how do we know the cookies and cookies are freshly baked.. it s expensive too. the least you can do is speak properly with the customers, well these people they definitely can t. this place only has the hype!!!",0
"an awesome place. a usual hangout if you like fresh brewed beer and some great music and lovely ambience. the best part is the really friendly and efficient staff with keshav leading the pack. don t miss out on burmese parcels, 3 cheese mushrooms and non veg kuttu parotta while you are here.",1
"we ordered cakes, shakes and hot chocolate. the cakes were simply amazing! shakes and hot chocolate was alright. the ambience is good. we sat there for hours at ease and didn't realise time had gone by! good place.",1
"very rude staff and bad service. disapppinted. decent food.good harabhara kabab. have been there multiple times i. last, never faced such bad service. the manager was very rude, disinterested and had no concern with any grievances. the bill desk guy apologised on his behalf, but the manager just chose to walk away.",0
"i was on a work in financial district and it happens to be lunch time, so finalised this place after some search, i parked my car outside and walked inside it was completely empty, as i enter into ac dining hall, man o man full of crowd, i literally waited for 15 minutes to find a table, as the staff is completely busy with existing orders not the new customers, so yeah, service needs to be improved. after finding a table i ordered jeera rice and kodi vepudu, liked the jeera rice alot and chicken was also good, next time i ll try some more. recommended place if you are a telangana cuisine lover.",1
"you guys are really awesome. what else a foodie like me can expect for lunch, good food and great hospitality......i should take a minute from my routine to appreciate the service and hospitality provided by mr. vibhishan and mr. susheel....... though you are the best the curiousness to improve by incorporating inputs feedback from customers by you are great.....",1
"i have been there 2to 3 times but this time i had the worst experience. waiter was in some othe worls we asked him to bring something and he ordered something.. at the time of serving food the waiter told us paneer is there but paneer tikka is not available and the hilarious part was we did not order paneer tikka, so what we ordered in veg in that also it did not had paneer. at the time of billing they create a lot of chaos... so i had the worst experience.",0
"good food and a very crowded place on friday afternoon.lemon coriander chicken and bamboo chichen are good in starters..mutton dum biryani, green chilli kodi pulav are the best.",1
very bad quality of food. the nans and rotis were like papad and the curry was also not good.,0
"when i entered the place i was impressed with the interiors and how huge the place was. what i really liked about the place was that it has a good veg menu as well. we had ordered for a mac n cheese steak. i felt all the items on the plate were dry items be it the grilled vegetables or the patty or the pulao rice, there should ve been some kind of gravy or dip with these items or else the dish tasted good. we had also ordered for a spaghetti aglio olio. so the spaghetti that they serve here is wheat spaghetti we didn t really like how it tasted. when we informed the management about the spaghetti, they immediately changed it with spinach ravioli. the ravioli tasted really nice, the rich garlic flavour of this dish with pine nuts was a perfect blend. over all the experience was a really nice. definitely a must visit.",1
"went to this for an office lunch, the time taken to get the food out is unbelievably high. on top of this a vegetarian colleague was told that the food is vegetarian and got served chicken instead. never coming back!",0
"this restaurant is a saviour. this is the answer for my late night hunger pangs and my snack time cravings. whenever i'm feeling too hungry to eat biscuits but not hungry enough to eat dinner, i order maggi from hunger maggi point. it's the best. the double egg double chicken fried maggi is my favourite. clubbed with offers, which is often, these are the cheapest and tastiest solution to your hunger. keep up the good work, fellas.",1
paneer was not good.,0
"the perfect place to spend a rainy afternoon with your loved one. this retro cafe will rewind you back to the 70s. ambience is the usp of this cozy little cafe. old classics playing in the background would soothe you with nostalgia. we settled for an irani chai coupled with mawa cake. while the tea was top notch, the cake was just about average. service is very good. overall, one of those places where ambience can pull you again and again",1
the service is too good.. if you are not satisfied with any food item basudev will recook as per your wish and serves it again... the service is just excellent compared to other outlets..,1
visited on 17th april another restaurant which slips on 7 service charge in the bill. this is over and above gst. be careful check your bill before paying. irony service was really bad.,0
had ordered hunan chicken starter received gravy,1
"i had a good experience with radisson team and thank you for the host salim, naresh, vilas, enjoyed food and service ...thannks for your good experience..... best place i suggest my friends",1
ordered dal makhni with rice but dal makhni with roti.,0
"well, this restaurant looked really appealing and we wanted to try it very badly! so we ordered a lot. veg and non veg dishes. the best was were the chinese starters. honey chilli potato was amazing. the shangai veg was also good. non veg starters were not that great though. and we ordered naan and kadai paneer. there was absolutely no salt and the paneer was really hard. biriyani was really good and the schezuan rice not good either. i think they added coconut oil to it. i'm really not a big fan of coconut oil. can visit once. ambience 3.5 food 3 service 4 cleanliness 4.5",1
